source,dest,workshop,category,page_role,resource_role,result,source_type
main/rebuild/content/legacy/whole/Module 9/Resources/Workshop 9 Additional Resources.docx,main/rebuild/content/workshops/workshop-09/resources/Resources/Workshop 9 Additional Resources.docx,workshop-09,resources,,additional_resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/Workshop 9 Additional Resources.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/Workshop 9 Additional Resources.pdf,workshop-09,resources,,additional_resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/2. How to Cope with Tax Season Stress.docx,main/rebuild/content/workshops/workshop-09/resources/Resources/2. How to Cope with Tax Season Stress.docx,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/6. Regressive Vs. Progressive Taxes.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/6. Regressive Vs. Progressive Taxes.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/7. Federal Tax Revenue.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/7. Federal Tax Revenue.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/2. How to Cope with Tax Season Stress.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/2. How to Cope with Tax Season Stress.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/Form 1040.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/Form 1040.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/1. What to Know About How to File Taxes.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/1. What to Know About How to File Taxes.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/3. How to File Your Taxes.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/3. How to File Your Taxes.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/4. Tax Basics.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/4. Tax Basics.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/1. What to Know About How to File Taxes.docx,main/rebuild/content/workshops/workshop-09/resources/Resources/1. What to Know About How to File Taxes.docx,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/content/legacy/whole/Module 9/Resources/5. Why We Pay Taxes.pdf,main/rebuild/content/workshops/workshop-09/resources/Resources/5. Why We Pay Taxes.pdf,workshop-09,resources,,resource,copied,whole_legacy
main/rebuild/src/site/materials/Workshop_02/worksheets.html,main/rebuild/content/workshops/workshop-02/pages/worksheets.html,workshop-02,pages,worksheets_page,worksheet,copied,materials
main/rebuild/src/site/materials/Workshop_02/index.html,main/rebuild/content/workshops/workshop-02/pages/index.html,workshop-02,pages,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_02/core-resources.html,main/rebuild/content/workshops/workshop-02/pages/core-resources.html,workshop-02,pages,core_resources_page,core_resource,copied,materials
main/rebuild/src/site/materials/Workshop_02/additional-resources.html,main/rebuild/content/workshops/workshop-02/pages/additional-resources.html,workshop-02,pages,additional_resources_page,additional_resource,copied,materials
main/rebuild/src/site/materials/Workshop_02/handouts.html,main/rebuild/content/workshops/workshop-02/pages/handouts.html,workshop-02,pages,handouts_page,handout,copied,materials
main/rebuild/src/site/materials/Workshop_02/activity/index.html,main/rebuild/content/workshops/workshop-02/activities/activity/index.html,workshop-02,activities,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_03/worksheets.html,main/rebuild/content/workshops/workshop-03/pages/worksheets.html,workshop-03,pages,worksheets_page,worksheet,copied,materials
main/rebuild/src/site/materials/Workshop_03/index.html,main/rebuild/content/workshops/workshop-03/pages/index.html,workshop-03,pages,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_03/core-resources.html,main/rebuild/content/workshops/workshop-03/pages/core-resources.html,workshop-03,pages,core_resources_page,core_resource,copied,materials
main/rebuild/src/site/materials/Workshop_03/additional-resources.html,main/rebuild/content/workshops/workshop-03/pages/additional-resources.html,workshop-03,pages,additional_resources_page,additional_resource,copied,materials
main/rebuild/src/site/materials/Workshop_03/handouts.html,main/rebuild/content/workshops/workshop-03/pages/handouts.html,workshop-03,pages,handouts_page,handout,copied,materials
main/rebuild/src/site/materials/Workshop_03/activity/index.html,main/rebuild/content/workshops/workshop-03/activities/activity/index.html,workshop-03,activities,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_04/worksheets.html,main/rebuild/content/workshops/workshop-04/pages/worksheets.html,workshop-04,pages,worksheets_page,worksheet,copied,materials
main/rebuild/src/site/materials/Workshop_04/index.html,main/rebuild/content/workshops/workshop-04/pages/index.html,workshop-04,pages,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_04/core-resources.html,main/rebuild/content/workshops/workshop-04/pages/core-resources.html,workshop-04,pages,core_resources_page,core_resource,copied,materials
main/rebuild/src/site/materials/Workshop_04/additional-resources.html,main/rebuild/content/workshops/workshop-04/pages/additional-resources.html,workshop-04,pages,additional_resources_page,additional_resource,copied,materials
main/rebuild/src/site/materials/Workshop_04/handouts.html,main/rebuild/content/workshops/workshop-04/pages/handouts.html,workshop-04,pages,handouts_page,handout,copied,materials
main/rebuild/src/site/materials/Workshop_04/activity/index.html,main/rebuild/content/workshops/workshop-04/activities/activity/index.html,workshop-04,activities,index_page,,copied,materials
main/rebuild/src/site/materials/Workshop_04/activity/assets/check_wksp_pg11.png,main/rebuild/content/workshops/workshop-04/activities/activity/assets/check_wksp_pg11.png,workshop-04,activities,,,copied,materials
main/rebuild/src/site/materials/Workshop_04/activity/assets/images/check-how-to-read.png,main/rebuild/content/workshops/workshop-04/activities/activity/assets/images/check-how-to-read.png,workshop-04,activities,,,copied,materials
